DATA CAIXA;HORA ABERT.;CHAVE NF-E;NOTA FISCAL;MODELO;SERIE;VAL. TOTAL PRODUTO;VAL. TOTAL NOTA;TROCO;DESCONTO;BASE ICMS;VAL. ICMS;BASE PIS;VAL. PIS;BASE COFINS;VAL. COFINS;COD. PRODUTO;DESCRIÇÃO DO ITEM;QUANT. ITEM;VALOR ITEM;ALIQ. ICMS;REDUÇÃO ICMS;CST;CFOP;BASE ICMS ITEM;VAL. ICMS ITEM;BASE PIS ITEM;VAL PIS ITEM;BASE COFINS ITEM; VAL. COFINS;COD. PAGTO;ESCR. PAGTO;VALOR PAGTO;OPERADORA;TIPO OPERACAO;NSU TRANSAÇÃO;N. AUTORIZAÇÃO;COD. PAGTO TEF;D..PAGTO TEF;HORA FECH.;HORA LANC.;NUMERO;TOTAL CARTÃO;CODIGO DA EMPRESA; CÓDIGO FUNC. LANC. ITEM;DESCONTO DO ITEM
08/05/2026;18:08:38;'29260545941965000117650050000384129113069114';38412;;5;117,59;117,59;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;10,69;;;;;;;;;;;4301;VISA ELETRO;117,59;;;;;0;;18:09:18;18:08:53;1;1;3;0;0
08/05/2026;18:30:45;'29260545941965000117650050000384159862849920';38415;;5;52,8;52,8;0;0;0;0;0;0;0;0;1016579170;CREPIOCA SERTANEJA;1;38;;;;;;;;;;;;;;;;;;;;18:54:39;18:30:46;2;1;3;65;0
08/05/2026;18:30:45;'29260545941965000117650050000384159862849920';38415;;5;52,8;52,8;0;0;0;0;0;0;0;0;140;AGUA SEM GAS;1;10;;;;;;;;;;;;;;;;;;;;18:54:39;18:50:46;2;1;3;65;0
08/05/2026;18:30:45;'29260545941965000117650050000384159862849920';38415;;5;52,8;52,8;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;4,8;;;;;;;;;;;17311;TEF-GETNET DEBITO;52,8;MASTERCARD      ;VD DEB;85;524660;0;;18:54:39;18:50:57;2;1;3;0;0
08/05/2026;14:04:40;'29260545941965000117650050000383819921104558';38381;;5;49,5;49,5;0;0;0;0;0;0;0;0;124;FATIA DE DAMASCO;1;45;;;;;;;;;;;;;;;;;;;;14:05:33;14:04:40;3;1;3;38;0
08/05/2026;14:04:40;'29260545941965000117650050000383819921104558';38381;;5;49,5;49,5;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;4,5;;;;;;;;;;;17310;TEF-GETNET CREDITO;49,5;VISA            ;VD CRED;51;661302;0;;14:05:33;14:04:41;3;1;3;0;0
08/05/2026;16:40:51;'29260545941965000117650050000384059268551136';38405;;5;64,79;64,79;0;0;0;0;0;0;0;0;5035;FATIA MON AMOUR;1;45;;;;;;;;;;;;;;;;;;;;16:50:10;16:40:51;3;1;3;34;0
08/05/2026;16:40:51;'29260545941965000117650050000384059268551136';38405;;5;64,79;64,79;0;0;0;0;0;0;0;0;233;CAPUCCINO ITALIANO;1;13,9;;;;;;;;;;;;;;;;;;;;16:50:10;16:49:05;3;1;3;283;0
08/05/2026;16:40:51;'29260545941965000117650050000384059268551136';38405;;5;64,79;64,79;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;5,89;;;;;;;;;;;17310;TEF-GETNET CREDITO;64,79;MASTERCARD      ;VD CRED;69;935969;0;;16:50:10;16:49:12;3;1;3;0;0
08/05/2026;17:16:52;'29260545941965000117650050000384089426334264';38408;;5;66;66;0;0;0;0;0;0;0;0;1016578616;SHAKE TROPICAL MANGO;1;30;;;;;;;;;;;;;;;;;;;;17:41:46;17:16:54;3;2;3;34;0
08/05/2026;17:16:52;'29260545941965000117650050000384089426334264';38408;;5;66;66;0;0;0;0;0;0;0;0;1016578617;SHAKE BERRIES;1;30;;;;;;;;;;;;;;;;;;;;17:41:46;17:16:55;3;2;3;34;0
08/05/2026;17:16:52;'29260545941965000117650050000384089426334264';38408;;5;66;66;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;6;;;;;;;;;;;17310;TEF-GETNET CREDITO;66;MASTERCARD      ;VD CRED;75;U3G3LI;0;;17:41:46;17:24:27;3;2;3;0;0
08/05/2026;21:01:21;'29260545941965000117650050000384359575908383';38435;;5;44,99;44,99;0;0;0;0;0;0;0;0;5004;BROWNIE LOW CARB;1;30;;;;;;;;;;;;;;;;;;;;21:14:04;21:01:23;4;1;3;61;0
08/05/2026;21:01:21;'29260545941965000117650050000384359575908383';38435;;5;44,99;44,99;0;0;0;0;0;0;0;0;5056;CAFE ESPRESSO DUPLO;1;10,9;;;;;;;;;;;;;;;;;;;;21:14:04;21:01:24;4;1;3;61;0
08/05/2026;21:01:21;'29260545941965000117650050000384359575908383';38435;;5;44,99;44,99;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;4,09;;;;;;;;;;;17310;TEF-GETNET CREDITO;44,99;ELO             ;VD CRED;81;370623;0;;21:14:04;21:04:00;4;1;3;0;0
08/05/2026;13:35:29;'29260545941965000117650050000383789292810120';38378;;5;79,2;79,2;0;0;0;0;0;0;0;0;10121;SALADA PREMIUM M;1;72;;;;;;;;;;;;;;;;;;;;14:04:49;13:35:31;4;1;3;38;0
08/05/2026;13:35:29;'29260545941965000117650050000383789292810120';38378;;5;79,2;79,2;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;7,2;;;;;;;;;;;17310;TEF-GETNET CREDITO;79,2;VISA            ;VD CRED;265;7533;0;;14:04:49;13:57:45;4;1;3;0;0
08/05/2026;14:07:25;'29260545941965000117650050000384029860905833';38402;;5;72,6;72,6;0;0;0;0;0;0;0;0;5082;QUICHE LOW CARB - FRANGO;1;35;;;;;;;;;;;;;;;;;;;;16:32:33;14:07:25;4;1;3;283;0
08/05/2026;14:07:25;'29260545941965000117650050000384029860905833';38402;;5;72,6;72,6;0;0;0;0;0;0;0;0;1016579150;SHAKE TORTINHA DE LIMAO SICILIANO;1;31;;;;;;;;;;;;;;;;;;;;16:32:33;14:07:26;4;1;3;283;0
08/05/2026;14:07:25;'29260545941965000117650050000384029860905833';38402;;5;72,6;72,6;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;6,6;;;;;;;;;;;17310;TEF-GETNET CREDITO;72,6;MASTERCARD      ;VD CRED;67;UMTS4E;0;;16:32:33;16:21:40;4;1;3;0;0
08/05/2026;17:16:17;'29260545941965000117650050000384119569367749';38411;;5;69,3;69,3;0;0;0;0;0;0;0;0;4013;HAMBUGUER CARNE E QUEIJO KIDS;1;45;;;;;;;;;;;;;;;;;;;;17:47:04;17:16:17;4;1;3;64;0
08/05/2026;17:16:17;'29260545941965000117650050000384119569367749';38411;;5;69,3;69,3;0;0;0;0;0;0;0;0;488;SUCO MORANGO;1;18;;;;;;;;;;;;;;;;;;;;17:47:04;17:16:18;4;1;3;64;0
08/05/2026;17:16:17;'29260545941965000117650050000384119569367749';38411;;5;69,3;69,3;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;6,3;;;;;;;;;;;17309;TEF-GETNET TICKET;69,3;PLUXEE REFEICAO     ;VD VOUCH;883661;400357;0;;17:47:04;17:45:05;4;1;3;0;0
08/05/2026;22:11:57;'29260545941965000117650050000384439704364432';38443;;5;133,54;133,54;0;0;0;0;0;0;0;0;1016579170;CREPIOCA SERTANEJA;1;38;;;;;;;;;;;;;;;;;;;;22:45:35;22:11:57;5;1;3;61;0
08/05/2026;22:11:57;'29260545941965000117650050000384439704364432';38443;;5;133,54;133,54;0;0;0;0;0;0;0;0;1016579149;SHAKE PAPAYA;1;30;;;;;;;;;;;;;;;;;;;;22:45:35;22:11:58;5;1;3;61;0
08/05/2026;22:11:57;'29260545941965000117650050000384439704364432';38443;;5;133,54;133,54;0;0;0;0;0;0;0;0;1016579012;COPO TERMICO 240 ML VIAGEM;1;2,5;;;;;;;;;;;;;;;;;;;;22:45:35;22:43:45;5;1;3;64;0
08/05/2026;22:11:57;'29260545941965000117650050000384439704364432';38443;;5;133,54;133,54;0;0;0;0;0;0;0;0;5046;CAPUCCINO HEALTHY;1;16,9;;;;;;;;;;;;;;;;;;;;22:45:35;22:43:52;5;1;3;64;0
08/05/2026;22:11:57;'29260545941965000117650050000384439704364432';38443;;5;133,54;133,54;0;0;0;0;0;0;0;0;5003;BRIGADEIRO;1;12;;;;;;;;;;;;;;;;;;;;22:45:35;22:43:57;5;1;3;64;0
08/05/2026;22:11:57;'29260545941965000117650050000384439704364432';38443;;5;133,54;133,54;0;0;0;0;0;0;0;0;5002;CASADINHO;1;12;;;;;;;;;;;;;;;;;;;;22:45:35;22:44:02;5;1;3;64;0
08/05/2026;22:11:57;'29260545941965000117650050000384439704364432';38443;;5;133,54;133,54;0;0;0;0;0;0;0;0;140;AGUA SEM GAS;1;10;;;;;;;;;;;;;;;;;;;;22:45:35;22:44:26;5;1;3;64;0
08/05/2026;22:11:57;'29260545941965000117650050000384439704364432';38443;;5;133,54;133,54;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;12,14;;;;;;;;;;;4301;VISA ELETRO;133,54;;;;;0;;22:45:35;22:44:29;5;1;3;0;0
08/05/2026;13:29:56;'29260545941965000117650050000383799938895679';38379;;5;90,2;90,2;0;0;0;0;0;0;0;0;1016579145;SOBRECOXA DE F. C PURE DE COUVE FLOR;1;72;;;;;;;;;;;;;;;;;;;;14:05:00;13:29:57;5;1;3;283;0
08/05/2026;13:29:56;'29260545941965000117650050000383799938895679';38379;;5;90,2;90,2;0;0;0;0;0;0;0;0;140;AGUA SEM GAS;1;10;;;;;;;;;;;;;;;;;;;;14:05:00;13:29:59;5;1;3;283;0
08/05/2026;13:29:56;'29260545941965000117650050000383799938895679';38379;;5;90,2;90,2;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;8,2;;;;;;;;;;;17310;TEF-GETNET CREDITO;90,2;ELO             ;VD CRED;47;623223;0;;14:05:00;14:00:55;5;1;3;0;0
08/05/2026;15:09:16;'29260545941965000117650050000384009206814617';38400;;5;121,55;121,55;0;0;0;0;0;0;0;0;231;MACHIATTO;1;10,9;;;;;;;;;;;;;;;;;;;;16:32:20;15:09:17;5;3;3;38;0
08/05/2026;15:09:16;'29260545941965000117650050000384009206814617';38400;;5;121,55;121,55;0;0;0;0;0;0;0;0;5052;CAFE LATTE;2;27,8;;;;;;;;;;;;;;;;;;;;16:32:20;15:37:20;5;3;3;283;0
08/05/2026;15:09:16;'29260545941965000117650050000384009206814617';38400;;5;121,55;121,55;0;0;0;0;0;0;0;0;220;CAFE ESPRESSO;1;9,9;;;;;;;;;;;;;;;;;;;;16:32:20;15:37:21;5;3;3;283;0
08/05/2026;15:09:16;'29260545941965000117650050000384009206814617';38400;;5;121,55;121,55;0;0;0;0;0;0;0;0;5046;CAPUCCINO HEALTHY;1;16,9;;;;;;;;;;;;;;;;;;;;16:32:20;15:37:23;5;3;3;283;0
08/05/2026;15:09:16;'29260545941965000117650050000384009206814617';38400;;5;121,55;121,55;0;0;0;0;0;0;0;0;124;FATIA DE DAMASCO;1;45;;;;;;;;;;;;;;;;;;;;16:32:20;15:37:24;5;3;3;283;0
08/05/2026;15:09:16;'29260545941965000117650050000384009206814617';38400;;5;121,55;121,55;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;11,05;;;;;;;;;;;8004;TEF GETNET;30,58;VISA            ;VD DEB;63;640040;0;;16:32:20;16:11:08;5;3;3;0;0
08/05/2026;15:09:16;'29260545941965000117650050000384009206814617';38400;;5;;;;;;;;;;;;;;;;;;;;;;;;;17310;TEF-GETNET CREDITO;47,63;VISA            ;VD CRED;67;721398;0;;;;;;;;
08/05/2026;15:09:16;'29260545941965000117650050000384009206814617';38400;;5;;;;;;;;;;;;;;;;;;;;;;;;;17310;TEF-GETNET CREDITO;43,34;MASTERCARD      ;VD CRED;65;249608;0;;;;;;;;
08/05/2026;16:41:09;'29260545941965000117650050000384099850637772';38409;;5;34,1;34,1;0;0;0;0;0;0;0;0;1016579150;SHAKE TORTINHA DE LIMAO SICILIANO;1;31;;;;;;;;;;;;;;;;;;;;17:41:24;16:41:10;5;1;3;34;0
08/05/2026;16:41:09;'29260545941965000117650050000384099850637772';38409;;5;34,1;34,1;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;3,1;;;;;;;;;;;17311;TEF-GETNET DEBITO;34,1;VISA            ;VD DEB;77;163443;0;;17:41:24;17:35:39;5;1;3;0;0
08/05/2026;19:27:31;'29260545941965000117650050000384279626717707';38427;;5;110,77;110,77;0;0;0;0;0;0;0;0;6029;PIZZA KIDS SERTANEJA;1;40;;;;;;;;;;;;;;;;;;;;20:25:05;19:27:32;6;1;3;61;0
08/05/2026;19:27:31;'29260545941965000117650050000384279626717707';38427;;5;110,77;110,77;0;0;0;0;0;0;0;0;213;BULE DE CHA LARANJA C/ GENGIBRE;1;24,9;;;;;;;;;;;;;;;;;;;;20:25:05;19:27:33;6;1;3;61;0
08/05/2026;19:27:31;'29260545941965000117650050000384279626717707';38427;;5;110,77;110,77;0;0;0;0;0;0;0;0;7038;CUPCAKE;1;18,9;;;;;;;;;;;;;;;;;;;;20:25:05;20:09:59;6;1;3;61;0
08/05/2026;19:27:31;'29260545941965000117650050000384279626717707';38427;;5;110,77;110,77;0;0;0;0;0;0;0;0;234;CAPUCCINO HEALTHY PEQUENO;1;16,9;;;;;;;;;;;;;;;;;;;;20:25:05;20:10:01;6;1;3;61;0
08/05/2026;19:27:31;'29260545941965000117650050000384279626717707';38427;;5;110,77;110,77;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;10,07;;;;;;;;;;;950018;TEF STONE PIX;110,77;PIX;PIX;146825733;ERRO;0;;20:25:05;20:21:03;6;1;3;0;0
08/05/2026;20:58:37;'29260545941965000117650050000384379826605941';38437;;5;150,7;150,7;0;0;0;0;0;0;0;0;10120;SALADA PREMIUM P;1;64;;;;;;;;;;;;;;;;;;;;21:25:16;20:58:37;6;2;3;64;0
08/05/2026;20:58:37;'29260545941965000117650050000384379826605941';38437;;5;150,7;150,7;0;0;0;0;0;0;0;0;10120;SALADA PREMIUM P;1;64;;;;;;;;;;;;;;;;;;;;21:25:16;20:58:41;6;2;3;64;0
08/05/2026;20:58:37;'29260545941965000117650050000384379826605941';38437;;5;150,7;150,7;0;0;0;0;0;0;0;0;7028;REFRIGERANTES;1;9;;;;;;;;;;;;;;;;;;;;21:25:16;20:58:58;6;2;3;64;0
08/05/2026;20:58:37;'29260545941965000117650050000384379826605941';38437;;5;150,7;150,7;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;13,7;;;;;;;;;;;4302;MASTER DEBITO;75,35;;;;;0;;21:25:16;21:17:05;6;2;3;0;0
08/05/2026;20:58:37;'29260545941965000117650050000384379826605941';38437;;5;;;;;;;;;;;;;;;;;;;;;;;;;4302;MASTER DEBITO;75,35;;;;;0;;;;;;;;
08/05/2026;13:03:14;'29260545941965000117650050000383779039952446';38377;;5;126,5;126,5;0;0;0;0;0;0;0;0;5094;RISOTO DE ARROZ NEGRO E CAMARA;1;92;;;;;;;;;;;;;;;;;;;;14:05:04;13:03:16;6;1;3;283;0
08/05/2026;13:03:14;'29260545941965000117650050000383779039952446';38377;;5;126,5;126,5;0;0;0;0;0;0;0;0;141;AGUA COM GAS;1;11;;;;;;;;;;;;;;;;;;;;14:05:04;13:03:17;6;1;3;283;0
08/05/2026;13:03:14;'29260545941965000117650050000383779039952446';38377;;5;126,5;126,5;0;0;0;0;0;0;0;0;5003;BRIGADEIRO;1;12;;;;;;;;;;;;;;;;;;;;14:05:04;13:40:11;6;1;3;283;0
08/05/2026;13:03:14;'29260545941965000117650050000383779039952446';38377;;5;126,5;126,5;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;11,5;;;;;;;;;;;17311;TEF-GETNET DEBITO;126,5;ELO             ;VD DEB;45;933937;0;;14:05:04;13:40:17;6;1;3;0;0
08/05/2026;14:11:12;'29260545941965000117650050000383909028738458';38390;;5;72,49;72,49;0;0;0;0;0;0;0;0;1016579170;CREPIOCA SERTANEJA;1;38;;;;;;;;;;;;;;;;;;;;14:48:39;14:11:13;6;1;3;283;0
08/05/2026;14:11:12;'29260545941965000117650050000383909028738458';38390;;5;72,49;72,49;0;0;0;0;0;0;0;0;141;AGUA COM GAS;1;11;;;;;;;;;;;;;;;;;;;;14:48:39;14:11:14;6;1;3;283;0
08/05/2026;14:11:12;'29260545941965000117650050000383909028738458';38390;;5;72,49;72,49;0;0;0;0;0;0;0;0;5046;CAPUCCINO HEALTHY;1;16,9;;;;;;;;;;;;;;;;;;;;14:48:39;14:37:57;6;1;3;283;0
08/05/2026;14:11:12;'29260545941965000117650050000383909028738458';38390;;5;72,49;72,49;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;6,59;;;;;;;;;;;17310;TEF-GETNET CREDITO;72,49;MASTERCARD      ;VD CRED;273;316235;0;;14:48:39;14:47:15;6;1;3;0;0
08/05/2026;14:56:26;'29260545941965000117650050000383999047194994';38399;;5;164,89;164,89;0;0;0;0;0;0;0;0;162;SUCO DETOX;1;16;;;;;;;;;;;;;;;;;;;;16:31:44;14:56:28;7;1;3;34;0
08/05/2026;14:56:26;'29260545941965000117650050000383999047194994';38399;;5;164,89;164,89;0;0;0;0;0;0;0;0;1016579145;SOBRECOXA DE F. C PURE DE COUVE FLOR;1;72;;;;;;;;;;;;;;;;;;;;16:31:44;14:56:29;7;1;3;34;0
08/05/2026;14:56:26;'29260545941965000117650050000383999047194994';38399;;5;164,89;164,89;0;0;0;0;0;0;0;0;371;FATIA DE AMEIXA;1;45;;;;;;;;;;;;;;;;;;;;16:31:44;15:52:45;7;1;3;61;0
08/05/2026;14:56:26;'29260545941965000117650050000383999047194994';38399;;5;164,89;164,89;0;0;0;0;0;0;0;0;5046;CAPUCCINO HEALTHY;1;16,9;;;;;;;;;;;;;;;;;;;;16:31:44;15:52:46;7;1;3;61;0
08/05/2026;14:56:26;'29260545941965000117650050000383999047194994';38399;;5;164,89;164,89;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;14,99;;;;;;;;;;;17308;TEF-GETNET PIX;164,89;PIX;PIX;146278212;ERRO;0;;16:31:44;16:07:44;7;1;3;0;0
08/05/2026;18:21:52;'29260545941965000117650050000384209767969884';38420;;5;48,4;48,4;0;0;0;0;0;0;0;0;5083;QUICHE LOW CARB - SERTANEJO;1;35;;;;;;;;;;;;;;;;;;;;19:03:17;18:21:53;7;1;3;34;0
08/05/2026;18:21:52;'29260545941965000117650050000384209767969884';38420;;5;48,4;48,4;0;0;0;0;0;0;0;0;10041;COCA ZERO;1;9;;;;;;;;;;;;;;;;;;;;19:03:17;18:21:54;7;1;3;34;0
08/05/2026;18:21:52;'29260545941965000117650050000384209767969884';38420;;5;48,4;48,4;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;4,4;;;;;;;;;;;17311;TEF-GETNET DEBITO;48,4;VISA            ;VD DEB;283;593363;0;;19:03:17;18:57:57;7;1;3;0;0
08/05/2026;20:19:33;'29260545941965000117650050000384269334197234';38426;;5;50,38;50,38;0;0;0;0;0;0;0;0;5046;CAPUCCINO HEALTHY;2;33,8;;;;;;;;;;;;;;;;;;;;20:24:59;20:19:35;8;1;3;61;0
08/05/2026;20:19:33;'29260545941965000117650050000384269334197234';38426;;5;50,38;50,38;0;0;0;0;0;0;0;0;5002;CASADINHO;1;12;;;;;;;;;;;;;;;;;;;;20:24:59;20:19:36;8;1;3;61;0
08/05/2026;20:19:33;'29260545941965000117650050000384269334197234';38426;;5;50,38;50,38;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;4,58;;;;;;;;;;;17310;TEF-GETNET CREDITO;50,38;VISA            ;VD CRED;291;99966;0;;20:24:59;20:19:53;8;1;3;0;0
08/05/2026;21:13:34;'29260545941965000117650050000384399572617085';38439;;5;97,9;97,9;0;0;0;0;0;0;0;0;1016579142;MEDALHAO DE FILE COM NHOQUE DE BANANA;1;89;;;;;;;;;;;;;;;;;;;;22:03:27;21:13:34;8;1;3;64;0
08/05/2026;21:13:34;'29260545941965000117650050000384399572617085';38439;;5;97,9;97,9;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;8,9;;;;;;;;;;;17311;TEF-GETNET DEBITO;97,9;MASTERCARD      ;VD DEB;299;921580;0;;22:03:27;21:43:14;8;1;3;0;0
08/05/2026;13:05:38;'29260545941965000117650050000383809963684717';38380;;5;171,64;171,64;0;0;0;0;0;0;0;0;1016580032;EXEC PRINCIPAL YAKISSOBA DE FRANGO;2;138;;;;;;;;;;;;;;;;;;;;14:05:07;13:05:38;8;1;3;283;0
08/05/2026;13:05:38;'29260545941965000117650050000383809963684717';38380;;5;171,64;171,64;0;0;0;0;0;0;0;0;1016580034;SOBR EXEC BRIGADEIRO;2;0,02;;;;;;;;;;;;;;;;;;;;14:05:07;13:05:39;8;1;3;283;0
08/05/2026;13:05:38;'29260545941965000117650050000383809963684717';38380;;5;171,64;171,64;0;0;0;0;0;0;0;0;1016580031;ENTRADA EXEC CROQ DE SALMAO;2;0,02;;;;;;;;;;;;;;;;;;;;14:05:07;13:05:40;8;1;3;283;0
08/05/2026;13:05:38;'29260545941965000117650050000383809963684717';38380;;5;171,64;171,64;0;0;0;0;0;0;0;0;10041;COCA ZERO;1;9;;;;;;;;;;;;;;;;;;;;14:05:07;13:37:00;8;1;3;38;0
08/05/2026;13:05:38;'29260545941965000117650050000383809963684717';38380;;5;171,64;171,64;0;0;0;0;0;0;0;0;10041;COCA ZERO;1;9;;;;;;;;;;;;;;;;;;;;14:05:07;14:02:31;8;1;3;283;0
08/05/2026;13:05:38;'29260545941965000117650050000383809963684717';38380;;5;171,64;171,64;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;15,6;;;;;;;;;;;17310;TEF-GETNET CREDITO;171,64;VISA            ;VD CRED;49;808168;0;;14:05:07;14:02:37;8;1;3;0;0
08/05/2026;13:08:52;'29260545941965000117650050000383829162445336';38382;;5;238,59;238,59;0;0;0;0;0;0;0;0;1016579142;MEDALHAO DE FILE COM NHOQUE DE BANANA;1;89;;;;;;;;;;;;;;;;;;;;14:09:06;13:08:52;9;1;3;34;0
08/05/2026;13:08:52;'29260545941965000117650050000383829162445336';38382;;5;238,59;238,59;0;0;0;0;0;0;0;0;5094;RISOTO DE ARROZ NEGRO E CAMARA;1;92;;;;;;;;;;;;;;;;;;;;14:09:06;13:08:53;9;1;3;34;0
08/05/2026;13:08:52;'29260545941965000117650050000383829162445336';38382;;5;238,59;238,59;0;0;0;0;0;0;0;0;141;AGUA COM GAS;1;11;;;;;;;;;;;;;;;;;;;;14:09:06;13:08:54;9;1;3;34;0
08/05/2026;13:08:52;'29260545941965000117650050000383829162445336';38382;;5;238,59;238,59;0;0;0;0;0;0;0;0;10176;QUEIJO PARMESAO;1;4,9;;;;;;;;;;;;;;;;;;;;14:09:06;13:56:47;9;1;3;283;0
08/05/2026;13:08:52;'29260545941965000117650050000383829162445336';38382;;5;238,59;238,59;0;0;0;0;0;0;0;0;7028;REFRIGERANTES;1;9;;;;;;;;;;;;;;;;;;;;14:09:06;14:04:12;9;1;3;34;0
08/05/2026;13:08:52;'29260545941965000117650050000383829162445336';38382;;5;238,59;238,59;0;0;0;0;0;0;0;0;141;AGUA COM GAS;1;11;;;;;;;;;;;;;;;;;;;;14:09:06;14:04:13;9;1;3;34;0
08/05/2026;13:08:52;'29260545941965000117650050000383829162445336';38382;;5;238,59;238,59;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;21,69;;;;;;;;;;;17310;TEF-GETNET CREDITO;238,59;MASTERCARD      ;VD CRED;267;21222;0;;14:09:06;14:04:18;9;1;3;0;0
08/05/2026;19:10:38;'29260545941965000117650050000384299340267917';38429;;5;397,1;397,1;0;0;0;0;0;0;0;0;22;SALADA DE SALMAO COM BURRATA;1;75;;;;;;;;;;;;;;;;;;;;20:43:08;19:10:39;11;1;3;61;0
08/05/2026;19:10:38;'29260545941965000117650050000384299340267917';38429;;5;397,1;397,1;0;0;0;0;0;0;0;0;1016579142;MEDALHAO DE FILE COM NHOQUE DE BANANA;1;89;;;;;;;;;;;;;;;;;;;;20:43:08;19:10:40;11;1;3;61;0
08/05/2026;19:10:38;'29260545941965000117650050000384299340267917';38429;;5;397,1;397,1;0;0;0;0;0;0;0;0;1016579140;DUO DO MAR;1;92;;;;;;;;;;;;;;;;;;;;20:43:08;19:10:41;11;1;3;61;0
08/05/2026;19:10:38;'29260545941965000117650050000384299340267917';38429;;5;397,1;397,1;0;0;0;0;0;0;0;0;17777;CAIPIROSKA;1;31;;;;;;;;;;;;;;;;;;;;20:43:08;19:10:55;11;1;3;61;0
08/05/2026;19:10:38;'29260545941965000117650050000384299340267917';38429;;5;397,1;397,1;0;0;0;0;0;0;0;0;599;CERVEJA STELLA SEM GLUTEN;2;32;;;;;;;;;;;;;;;;;;;;20:43:08;19:37:09;11;1;3;61;0
08/05/2026;19:10:38;'29260545941965000117650050000384299340267917';38429;;5;397,1;397,1;0;0;0;0;0;0;0;0;140;AGUA SEM GAS;1;10;;;;;;;;;;;;;;;;;;;;20:43:08;20:00:09;11;1;3;61;0
08/05/2026;19:10:38;'29260545941965000117650050000384299340267917';38429;;5;397,1;397,1;0;0;0;0;0;0;0;0;599;CERVEJA STELLA SEM GLUTEN;1;16;;;;;;;;;;;;;;;;;;;;20:43:08;20:00:10;11;1;3;61;0
08/05/2026;19:10:38;'29260545941965000117650050000384299340267917';38429;;5;397,1;397,1;0;0;0;0;0;0;0;0;599;CERVEJA STELLA SEM GLUTEN;1;16;;;;;;;;;;;;;;;;;;;;20:43:08;20:35:41;11;1;3;65;0
08/05/2026;19:10:38;'29260545941965000117650050000384299340267917';38429;;5;397,1;397,1;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;36,1;;;;;;;;;;;17310;TEF-GETNET CREDITO;397,1;VISA            ;VD CRED;79;9Y1GKK;0;;20:43:08;20:36:18;11;1;3;0;0
08/05/2026;13:12:26;'29260545941965000117650050000383769052119470';38376;;5;169,18;169,18;0;0;0;0;0;0;0;0;10117;SALADA SIMPLES M;2;122;;;;;;;;;;;;;;;;;;;;13:37:52;13:12:28;11;2;3;283;0
08/05/2026;13:12:26;'29260545941965000117650050000383769052119470';38376;;5;169,18;169,18;0;0;0;0;0;0;0;0;10012;CARNE DESFIADA 80 G;2;31,8;;;;;;;;;;;;;;;;;;;;13:37:52;13:12:29;11;2;3;283;0
08/05/2026;13:12:26;'29260545941965000117650050000383769052119470';38376;;5;169,18;169,18;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;15,38;;;;;;;;;;;17310;TEF-GETNET CREDITO;169,18;VISA            ;VD CRED;63;652196;0;;13:37:52;13:33:55;11;2;3;0;0
08/05/2026;19:18:28;'29260545941965000117650050000384249621834800';38424;;5;46,2;46,2;0;0;0;0;0;0;0;0;5082;QUICHE LOW CARB - FRANGO;1;35;;;;;;;;;;;;;;;;;;;;20:08:49;19:18:29;12;1;3;61;0
08/05/2026;19:18:28;'29260545941965000117650050000384249621834800';38424;;5;46,2;46,2;0;0;0;0;0;0;0;0;10044;H2O LIMONETO;1;7;;;;;;;;;;;;;;;;;;;;20:08:49;19:18:30;12;1;3;61;0
08/05/2026;19:18:28;'29260545941965000117650050000384249621834800';38424;;5;46,2;46,2;0;0;0;0;0;0;0;0;100000;GORJETA CONCEDIDA;1;4,2;;;;;;;;;;;17310;TEF-GETNET CREDITO;46,2;ELO             ;VD CRED;289;267524;0;;20:08:49;19:56:20;12;1;3;0;0
